==========> Fault Simulation Begins at                    0 
Undetected fault:   SerialFS_TB.FUT._1162_/A to 1 at              1588830
Undetected fault:   SerialFS_TB.FUT._1162_/B to 1 at              1589040
Undetected fault:   SerialFS_TB.FUT._1162_/B to 0 at              1589250
Undetected fault:   SerialFS_TB.FUT._1162_/A to 0 at              1589460
Undetected fault:   SerialFS_TB.FUT._1163_/Y to 0 at              1589880
Undetected fault:   SerialFS_TB.FUT._1163_/B to 1 at              1590090
Undetected fault:   SerialFS_TB.FUT._1163_/Y to 1 at              1590510
Undetected fault:   SerialFS_TB.FUT._1163_/A to 0 at              1590720
Undetected fault:   SerialFS_TB.FUT._1163_/B to 0 at              1590930
Undetected fault:   SerialFS_TB.FUT._1166_/Y to 0 at              1591140
Undetected fault:   SerialFS_TB.FUT._1166_/B to 1 at              1591350
Undetected fault:   SerialFS_TB.FUT._1166_/A to 1 at              1591560
Undetected fault:   SerialFS_TB.FUT._1166_/Y to 1 at              1591770
Undetected fault:   SerialFS_TB.FUT._1166_/A to 0 at              1591980
Undetected fault:   SerialFS_TB.FUT._1166_/B to 0 at              1592190
Undetected fault:   SerialFS_TB.FUT._1167_/Y to 0 at              1592400
Undetected fault:   SerialFS_TB.FUT._1167_/A to 1 at              1592610
Undetected fault:   SerialFS_TB.FUT._1167_/B to 1 at              1592820
Undetected fault:   SerialFS_TB.FUT._1167_/B to 0 at              1593030
Undetected fault:   SerialFS_TB.FUT._1167_/A to 0 at              1593240
Undetected fault:   SerialFS_TB.FUT._1167_/Y to 1 at              1593450
Undetected fault:   SerialFS_TB.FUT._1168_/Y to 0 at              1593660
Undetected fault:   SerialFS_TB.FUT._1168_/A to 1 at              1593870
Undetected fault:   SerialFS_TB.FUT._1168_/B to 1 at              1594080
Undetected fault:   SerialFS_TB.FUT._1170_/B to 0 at              1594290
Undetected fault:   SerialFS_TB.FUT._1170_/Y to 1 at              1594500
Undetected fault:   SerialFS_TB.FUT._1169_/B to 0 at              1594710
Undetected fault:   SerialFS_TB.FUT._1169_/A to 0 at              1594920
Undetected fault:   SerialFS_TB.FUT._1169_/Y to 0 at              1595130
Undetected fault:   SerialFS_TB.FUT._1169_/B to 1 at              1595340
Undetected fault:   SerialFS_TB.FUT._1169_/A to 1 at              1595550
Undetected fault:   SerialFS_TB.FUT._1170_/A to 0 at              1595760
Undetected fault:   SerialFS_TB.FUT._1168_/B to 0 at              1595970
Undetected fault:   SerialFS_TB.FUT._1168_/A to 0 at              1596180
Undetected fault:   SerialFS_TB.FUT._1170_/Y to 0 at              1596390
Undetected fault:   SerialFS_TB.FUT._1170_/A to 1 at              1596600
Undetected fault:   SerialFS_TB.FUT._1170_/B to 1 at              1596810
Undetected fault:   SerialFS_TB.FUT._1169_/Y to 1 at              1597020
Undetected fault:   SerialFS_TB.FUT._1168_/Y to 1 at              1597230
Undetected fault:   SerialFS_TB.FUT._1171_/Y to 0 at              1597440
Undetected fault:   SerialFS_TB.FUT._1171_/B to 1 at              1597650
Undetected fault:   SerialFS_TB.FUT._1171_/A to 1 at              1597860
Undetected fault:   SerialFS_TB.FUT._1171_/Y to 1 at              1598070
Undetected fault:   SerialFS_TB.FUT._1171_/B to 0 at              1598280
Undetected fault:   SerialFS_TB.FUT._1171_/A to 0 at              1598490
Undetected fault:   SerialFS_TB.FUT._1172_/Y to 0 at              1598700
Undetected fault:   SerialFS_TB.FUT._1172_/A to 1 at              1598910
Undetected fault:   SerialFS_TB.FUT._1172_/B to 1 at              1599120
Undetected fault:   SerialFS_TB.FUT._1172_/B to 0 at              1599330
Undetected fault:   SerialFS_TB.FUT._1172_/A to 0 at              1599540
Undetected fault:   SerialFS_TB.FUT._1172_/Y to 1 at              1599750
Undetected fault:   SerialFS_TB.FUT._1173_/B to 1 at              1599960
Undetected fault:   SerialFS_TB.FUT._1173_/A to 1 at              1600170
Undetected fault:   SerialFS_TB.FUT._1173_/Y to 1 at              1600380
Undetected fault:   SerialFS_TB.FUT._1173_/A to 0 at              1600590
Undetected fault:   SerialFS_TB.FUT._1173_/B to 0 at              1600800
Undetected fault:   SerialFS_TB.FUT._1182_/B to 1 at              1601010
Undetected fault:   SerialFS_TB.FUT._1182_/Y to 1 at              1601220
Undetected fault:   SerialFS_TB.FUT._1182_/A to 0 at              1601430
Undetected fault:   SerialFS_TB.FUT._1183_/A to 1 at              1601640
Undetected fault:   SerialFS_TB.FUT._1174_/A to 1 at              1601850
Undetected fault:   SerialFS_TB.FUT._1175_/Y to 0 at              1602060
Undetected fault:   SerialFS_TB.FUT._1175_/A to 1 at              1602270
Undetected fault:   SerialFS_TB.FUT._1175_/Y to 1 at              1602480
Undetected fault:   SerialFS_TB.FUT._1175_/A to 0 at              1602690
Undetected fault:   SerialFS_TB.FUT._1176_/Y to 0 at              1602900
Undetected fault:   SerialFS_TB.FUT._1176_/A to 1 at              1603110
Undetected fault:   SerialFS_TB.FUT._1176_/B to 1 at              1603320
Undetected fault:   SerialFS_TB.FUT._1178_/B to 0 at              1603530
Undetected fault:   SerialFS_TB.FUT._1178_/Y to 1 at              1603740
Undetected fault:   SerialFS_TB.FUT._1177_/B to 0 at              1603950
Undetected fault:   SerialFS_TB.FUT._1177_/A to 0 at              1604160
Undetected fault:   SerialFS_TB.FUT._1177_/Y to 0 at              1604370
Undetected fault:   SerialFS_TB.FUT._1177_/B to 1 at              1604580
Undetected fault:   SerialFS_TB.FUT._1177_/A to 1 at              1604790
Undetected fault:   SerialFS_TB.FUT._1178_/A to 0 at              1605000
Undetected fault:   SerialFS_TB.FUT._1176_/B to 0 at              1605210
Undetected fault:   SerialFS_TB.FUT._1176_/A to 0 at              1605420
Undetected fault:   SerialFS_TB.FUT._1178_/Y to 0 at              1605630
Undetected fault:   SerialFS_TB.FUT._1178_/A to 1 at              1605840
Undetected fault:   SerialFS_TB.FUT._1178_/B to 1 at              1606050
Undetected fault:   SerialFS_TB.FUT._1177_/Y to 1 at              1606260
Undetected fault:   SerialFS_TB.FUT._1176_/Y to 1 at              1606470
Undetected fault:   SerialFS_TB.FUT._1179_/Y to 0 at              1606680
Undetected fault:   SerialFS_TB.FUT._1179_/B to 1 at              1606890
Undetected fault:   SerialFS_TB.FUT._1179_/A to 1 at              1607100
Undetected fault:   SerialFS_TB.FUT._1179_/B to 0 at              1607310
Undetected fault:   SerialFS_TB.FUT._1179_/A to 0 at              1607520
Undetected fault:   SerialFS_TB.FUT._1179_/Y to 1 at              1607730
Undetected fault:   SerialFS_TB.FUT._1180_/Y to 0 at              1607940
Undetected fault:   SerialFS_TB.FUT._1180_/B to 1 at              1608150
Undetected fault:   SerialFS_TB.FUT._1180_/A to 1 at              1608360
Undetected fault:   SerialFS_TB.FUT._1180_/Y to 1 at              1608570
Undetected fault:   SerialFS_TB.FUT._1180_/A to 0 at              1608780
Undetected fault:   SerialFS_TB.FUT._1180_/B to 0 at              1608990
Undetected fault:   SerialFS_TB.FUT._1181_/Y to 0 at              1609200
Undetected fault:   SerialFS_TB.FUT._1181_/A to 1 at              1609410
Undetected fault:   SerialFS_TB.FUT._1181_/B to 1 at              1609620
Undetected fault:   SerialFS_TB.FUT._1181_/B to 0 at              1609830
Undetected fault:   SerialFS_TB.FUT._1181_/A to 0 at              1610040
Undetected fault:   SerialFS_TB.FUT._1185_/Y to 1 at              1610250
Undetected fault:   SerialFS_TB.FUT._1185_/A to 0 at              1610460
Undetected fault:   SerialFS_TB.FUT._1184_/Y to 0 at              1610670
Undetected fault:   SerialFS_TB.FUT._1184_/A to 1 at              1610880
Undetected fault:   SerialFS_TB.FUT._1184_/B to 1 at              1611090
Undetected fault:   SerialFS_TB.FUT._1184_/B to 0 at              1611300
Undetected fault:   SerialFS_TB.FUT._1184_/A to 0 at              1611510
Undetected fault:   SerialFS_TB.FUT._1185_/Y to 0 at              1611720
Undetected fault:   SerialFS_TB.FUT._1185_/A to 1 at              1611930
Undetected fault:   SerialFS_TB.FUT._1184_/Y to 1 at              1612140
Undetected fault:   SerialFS_TB.FUT._1186_/Y to 0 at              1612350
Undetected fault:   SerialFS_TB.FUT._1186_/A to 1 at              1612560
Undetected fault:   SerialFS_TB.FUT._1186_/B to 1 at              1612770
Undetected fault:   SerialFS_TB.FUT._1186_/B to 0 at              1612980
Undetected fault:   SerialFS_TB.FUT._1186_/A to 0 at              1613190
Undetected fault:   SerialFS_TB.FUT._1186_/Y to 1 at              1613400
Undetected fault:   SerialFS_TB.FUT._1187_/Y to 0 at              1613610
Undetected fault:   SerialFS_TB.FUT._1187_/A to 1 at              1613820
Undetected fault:   SerialFS_TB.FUT._1187_/Y to 1 at              1614030
Undetected fault:   SerialFS_TB.FUT._1187_/A to 0 at              1614240
Undetected fault:   SerialFS_TB.FUT._1188_/Y to 0 at              1614450
Undetected fault:   SerialFS_TB.FUT._1188_/A to 1 at              1614660
Undetected fault:   SerialFS_TB.FUT._1188_/B to 1 at              1614870
Undetected fault:   SerialFS_TB.FUT._1188_/B to 0 at              1615080
Undetected fault:   SerialFS_TB.FUT._1188_/A to 0 at              1615290
Undetected fault:   SerialFS_TB.FUT._1188_/Y to 1 at              1615500
Undetected fault:   SerialFS_TB.FUT._1189_/Y to 0 at              1615710
Undetected fault:   SerialFS_TB.FUT._1189_/B to 1 at              1615920
Undetected fault:   SerialFS_TB.FUT._1189_/A to 1 at              1616130
Undetected fault:   SerialFS_TB.FUT._1192_/B to 0 at              1616340
Undetected fault:   SerialFS_TB.FUT.N2755 to 1 at              1616550
Undetected fault:   SerialFS_TB.FUT._1192_/Y to 1 at              1616760
Undetected fault:   SerialFS_TB.FUT._1191_/B to 0 at              1616970
Undetected fault:   SerialFS_TB.FUT._1191_/Y to 0 at              1617180
Undetected fault:   SerialFS_TB.FUT._1191_/A to 1 at              1617390
Undetected fault:   SerialFS_TB.FUT._1192_/A to 0 at              1617600
Undetected fault:   SerialFS_TB.FUT._1189_/A to 0 at              1617810
Undetected fault:   SerialFS_TB.FUT._1190_/B to 1 at              1618020
Undetected fault:   SerialFS_TB.FUT._1190_/A to 1 at              1618230
Undetected fault:   SerialFS_TB.FUT._1190_/Y to 1 at              1618440
Undetected fault:   SerialFS_TB.FUT._1190_/A to 0 at              1618650
Undetected fault:   SerialFS_TB.FUT._1190_/B to 0 at              1618860
Undetected fault:   SerialFS_TB.FUT._1193_/Y to 0 at              1619070
Undetected fault:   SerialFS_TB.FUT._1193_/B to 1 at              1619280
Undetected fault:   SerialFS_TB.FUT._1193_/A to 1 at              1619490
Undetected fault:   SerialFS_TB.FUT._1193_/Y to 1 at              1619700
Undetected fault:   SerialFS_TB.FUT._1193_/A to 0 at              1619910
Undetected fault:   SerialFS_TB.FUT._1193_/B to 0 at              1620120
Undetected fault:   SerialFS_TB.FUT._1195_/Y to 1 at              1620330
Undetected fault:   SerialFS_TB.FUT._1195_/A to 0 at              1620540
Undetected fault:   SerialFS_TB.FUT._1195_/B to 0 at              1620750
Undetected fault:   SerialFS_TB.FUT._1194_/Y to 0 at              1620960
Undetected fault:   SerialFS_TB.FUT._1194_/A to 1 at              1621170
Undetected fault:   SerialFS_TB.FUT._1194_/B to 1 at              1621380
Undetected fault:   SerialFS_TB.FUT._1195_/B to 1 at              1621590
Undetected fault:   SerialFS_TB.FUT._1194_/B to 0 at              1621800
Undetected fault:   SerialFS_TB.FUT._1194_/A to 0 at              1622010
Undetected fault:   SerialFS_TB.FUT._1194_/Y to 1 at              1622220
Undetected fault:   SerialFS_TB.FUT._1195_/A to 1 at              1622430
Undetected fault:   SerialFS_TB.FUT._1200_/B to 1 at              1622640
Undetected fault:   SerialFS_TB.FUT._1200_/Y to 1 at              1622850
Undetected fault:   SerialFS_TB.FUT._1200_/B to 0 at              1623060
Undetected fault:   SerialFS_TB.FUT._1200_/A to 0 at              1623270
Undetected fault:   SerialFS_TB.FUT._1201_/A to 1 at              1623480
Undetected fault:   SerialFS_TB.FUT._1196_/A to 1 at              1623690
Undetected fault:   SerialFS_TB.FUT._1197_/Y to 0 at              1623900
Undetected fault:   SerialFS_TB.FUT._1197_/A to 1 at              1624110
Undetected fault:   SerialFS_TB.FUT._1197_/B to 1 at              1624320
Undetected fault:   SerialFS_TB.FUT._1197_/B to 0 at              1624530
Undetected fault:   SerialFS_TB.FUT._1197_/A to 0 at              1624740
Undetected fault:   SerialFS_TB.FUT._1197_/Y to 1 at              1624950
Undetected fault:   SerialFS_TB.FUT._1198_/Y to 0 at              1625160
Undetected fault:   SerialFS_TB.FUT._1199_/A to 0 at              1625370
Undetected fault:   SerialFS_TB.FUT._1199_/B to 0 at              1625580
Undetected fault:   SerialFS_TB.FUT._1198_/B to 1 at              1625790
Undetected fault:   SerialFS_TB.FUT._1198_/A to 1 at              1626000
Undetected fault:   SerialFS_TB.FUT._1199_/Y to 0 at              1626210
Undetected fault:   SerialFS_TB.FUT._1199_/A to 1 at              1626420
Undetected fault:   SerialFS_TB.FUT._1199_/B to 1 at              1626630
Undetected fault:   SerialFS_TB.FUT._1198_/Y to 1 at              1626840
Undetected fault:   SerialFS_TB.FUT._1198_/A to 0 at              1627050
Undetected fault:   SerialFS_TB.FUT._1198_/B to 0 at              1627260
Undetected fault:   SerialFS_TB.FUT._1202_/Y to 0 at              1627470
Undetected fault:   SerialFS_TB.FUT._1202_/B to 0 at              1627890
Undetected fault:   SerialFS_TB.FUT._1202_/A to 0 at              1628100
Undetected fault:   SerialFS_TB.FUT._1203_/Y to 0 at              1628310
Undetected fault:   SerialFS_TB.FUT._1204_/A to 0 at              1628520
Undetected fault:   SerialFS_TB.FUT._1205_/B to 0 at              1628730
Undetected fault:   SerialFS_TB.FUT._1205_/Y to 1 at              1628940
Undetected fault:   SerialFS_TB.FUT._1204_/B to 0 at              1629150
Undetected fault:   SerialFS_TB.FUT._1205_/Y to 0 at              1629360
Undetected fault:   SerialFS_TB.FUT._1205_/B to 1 at              1629570
Undetected fault:   SerialFS_TB.FUT._1205_/A to 1 at              1629780
Undetected fault:   SerialFS_TB.FUT._1204_/Y to 1 at              1629990
Undetected fault:   SerialFS_TB.FUT._1204_/Y to 0 at              1630200
Undetected fault:   SerialFS_TB.FUT._1204_/A to 1 at              1630410
Undetected fault:   SerialFS_TB.FUT._1204_/B to 1 at              1630620
Undetected fault:   SerialFS_TB.FUT._1203_/Y to 1 at              1630830
Undetected fault:   SerialFS_TB.FUT._1203_/A to 0 at              1631040
Undetected fault:   SerialFS_TB.FUT._1205_/A to 0 at              1631250
Undetected fault:   SerialFS_TB.FUT._1206_/Y to 0 at              1631460
Undetected fault:   SerialFS_TB.FUT._1206_/A to 1 at              1631670
Undetected fault:   SerialFS_TB.FUT._1206_/B to 1 at              1631880
Undetected fault:   SerialFS_TB.FUT._1206_/B to 0 at              1632090
Undetected fault:   SerialFS_TB.FUT._1206_/A to 0 at              1632300
Undetected fault:   SerialFS_TB.FUT._1206_/Y to 1 at              1632510
Undetected fault:   SerialFS_TB.FUT._1207_/Y to 0 at              1632720
Undetected fault:   SerialFS_TB.FUT._1207_/B to 1 at              1632930
Undetected fault:   SerialFS_TB.FUT._1207_/A to 1 at              1633140
Undetected fault:   SerialFS_TB.FUT._1207_/Y to 1 at              1633350
Undetected fault:   SerialFS_TB.FUT._1207_/A to 0 at              1633560
Undetected fault:   SerialFS_TB.FUT._1207_/B to 0 at              1633770
Undetected fault:   SerialFS_TB.FUT._1208_/Y to 0 at              1633980
Undetected fault:   SerialFS_TB.FUT._1208_/A to 1 at              1634190
Undetected fault:   SerialFS_TB.FUT._1208_/B to 1 at              1634400
Undetected fault:   SerialFS_TB.FUT._1208_/B to 0 at              1634610
Undetected fault:   SerialFS_TB.FUT._1208_/A to 0 at              1634820
